 human_inf_a_1: "£unit_1£ Human Archer"
 mogu_cav_b_1DESCR: ""
 mogu_art_a_1: "£unit_1£ Mogu Catapult"
 mogu_art_a_1DESCR: ""
 mogu_art_b_1: "£unit_1£ Mogu Trebuchet"
 mogu_art_b_1DESCR: ""
 mogu_inf_a_2: "£unit_2£ Mogu Archer"
 mogu_inf_a_2DESCR: ""
 mogu_inf_b_2: "£unit_2£ Mogu Warrior"
 mogu_inf_b_2DESCR: ""
 mogu_inf_c_2: "£unit_2£ Mogu Spellcaster"
 mogu_inf_c_2DESCR: ""
 mogu_cav_a_2: "£unit_2£ Mogu Light Cavalry"
 mogu_cav_a_2DESCR: ""
 mogu_cav_b_2: "£unit_2£ Mogu Heavy Cavalry"
 mogu_cav_b_2DESCR: ""
 mogu_art_a_2: "£unit_2£ Mogu Catapult"
 mogu_art_a_2DESCR: ""
 mogu_art_b_2: "£unit_2£ Mogu Trebuchet"
 mogu_art_b_2DESCR: ""
 mogu_inf_a_3: "£unit_3£ Mogu Archer"
 mogu_inf_a_3DESCR: ""
 mogu_inf_b_3: "£unit_3£ Mogu Warrior"
 mogu_inf_b_3DESCR: ""
 mogu_inf_c_3: "£unit_3£ Mogu Spellcaster"
 mogu_inf_c_3DESCR: ""
 mogu_cav_a_3: "£unit_3£ Mogu Light Cavalry"
 mogu_cav_a_3DESCR: ""
 mogu_cav_b_3: "£unit_3£ Mogu Heavy Cavalry"
 mogu_cav_b_3DESCR: ""
 mogu_art_a_3: "£unit_3£ Mogu Catapult"
 mogu_art_a_3DESCR: ""
 mogu_art_b_3: "£unit_3£ Mogu Trebuchet"
 mogu_art_b_3DESCR: ""
 mogu_inf_a_4: "£unit_4£ Mogu Archer"
 mogu_inf_a_4DESCR: ""
 mogu_inf_b_4: "£unit_4£ Mogu Warrior"
 mogu_inf_b_4DESCR: ""
 mogu_inf_c_4: "£unit_4£ Mogu Spellcaster"
 mogu_inf_c_4DESCR: ""
 mogu_cav_a_4: "£unit_4£ Mogu Light Cavalry"
 mogu_cav_a_4DESCR: ""
 mogu_cav_b_4: "£unit_4£ Mogu Heavy Cavalry"
 mogu_cav_b_4DESCR: ""
 mogu_art_a_4: "£unit_4£ Mogu Catapult"
 mogu_art_a_4DESCR: ""
 mogu_art_b_4: "£unit_4£ Mogu Trebuchet"
 mogu_art_b_4DESCR: ""
 mogu_inf_a_5: "£unit_5£ Mogu Archer"
 mogu_inf_a_5DESCR: ""
 mogu_inf_b_5: "£unit_5£ Mogu Warrior"
 mogu_inf_b_5DESCR: ""
 mogu_inf_c_5: "£unit_5£ Mogu Spellcaster"
 mogu_inf_c_5DESCR: ""
 mogu_cav_a_5: "£unit_5£ Mogu Light Cavalry"
 mogu_cav_a_5DESCR: ""
 mogu_cav_b_5: "£unit_5£ Mogu Heavy Cavalry"
 mogu_cav_b_5DESCR: ""
 mogu_art_a_5: "£unit_5£ Mogu Catapult"
 mogu_art_a_5DESCR: ""
 mogu_art_b_5: "£unit_5£ Mogu Trebuchet"
 mogu_art_b_5DESCR: ""

 murloc_inf_a_1: "£unit_1£ Murloc Archer"
 murloc_inf_a_1DESCR: ""
 murloc_inf_b_1: "£unit_1£ Murloc Warrior"
 murloc_inf_b_1DESCR: ""
 murloc_inf_c_1: "£unit_1£ Murloc Spellcaster"
 murloc_inf_c_1DESCR: ""
 murloc_cav_a_1: "£unit_1£ Murloc Light Cavalry"
 murloc_cav_a_1DESCR: ""
 murloc_cav_b_1: "£unit_1£ Murloc Heavy Cavalry"
 murloc_cav_b_1DESCR: ""
 murloc_art_a_1: "£unit_1£ Murloc Catapult"
 murloc_art_a_1DESCR: ""
 murloc_art_b_1: "£unit_1£ Murloc Trebuchet"
 murloc_art_b_1DESCR: ""
 murloc_inf_a_2: "£unit_2£ Murloc Archer"
 murloc_inf_a_2DESCR: ""
 murloc_inf_b_2: "£unit_2£ Murloc Warrior"
 murloc_inf_b_2DESCR: ""
 murloc_inf_c_2: "£unit_2£ Murloc Spellcaster"
 murloc_inf_c_2DESCR: ""
 murloc_cav_a_2: "£unit_2£ Murloc Light Cavalry"
 murloc_cav_a_2DESCR: ""
 murloc_cav_b_2: "£unit_2£ Murloc Heavy Cavalry"
 murloc_cav_b_2DESCR: ""
 murloc_art_a_2: "£unit_2£ Murloc Catapult"
 murloc_art_a_2DESCR: ""
 murloc_art_b_2: "£unit_2£ Murloc Trebuchet"
 murloc_art_b_2DESCR: ""
 murloc_inf_a_3: "£unit_3£ Murloc Archer"
 murloc_inf_a_3DESCR: ""
 murloc_inf_b_3: "£unit_3£ Murloc Warrior"
 murloc_inf_b_3DESCR: ""
 murloc_inf_c_3: "£unit_3£ Murloc Spellcaster"
 murloc_inf_c_3DESCR: ""
 murloc_cav_a_3: "£unit_3£ Murloc Light Cavalry"
 murloc_cav_a_3DESCR: ""
 murloc_cav_b_3: "£unit_3£ Murloc Heavy Cavalry"
 murloc_cav_b_3DESCR: ""
 murloc_art_a_3: "£unit_3£ Murloc Catapult"
 murloc_art_a_3DESCR: ""
 murloc_art_b_3: "£unit_3£ Murloc Trebuchet"
 murloc_art_b_3DESCR: ""
 murloc_inf_a_4: "£unit_4£ Murloc Archer"
 murloc_inf_a_4DESCR: ""
 murloc_inf_b_4: "£unit_4£ Murloc Warrior"
 murloc_inf_b_4DESCR: ""
 murloc_inf_c_4: "£unit_4£ Murloc Spellcaster"
 murloc_inf_c_4DESCR: ""
 murloc_cav_a_4: "£unit_4£ Murloc Light Cavalry"
 murloc_cav_a_4DESCR: ""
 murloc_cav_b_4: "£unit_4£ Murloc Heavy Cavalry"
 murloc_cav_b_4DESCR: ""
 murloc_art_a_4: "£unit_4£ Murloc Catapult"
 murloc_art_a_4DESCR: ""
 murloc_art_b_4: "£unit_4£ Murloc Trebuchet"
 murloc_art_b_4DESCR: ""
 murloc_inf_a_5: "£unit_5£ Murloc Archer"
 murloc_inf_a_5DESCR: ""
 murloc_inf_b_5: "£unit_5£ Murloc Warrior"
 murloc_inf_b_5DESCR: ""
 murloc_inf_c_5: "£unit_5£ Murloc Spellcaster"
 murloc_inf_c_5DESCR: ""
 murloc_cav_a_5: "£unit_5£ Murloc Light Cavalry"
 murloc_cav_a_5DESCR: ""
 murloc_cav_b_5: "£unit_5£ Murloc Heavy Cavalry"
 murloc_cav_b_5DESCR: ""
 murloc_art_a_5: "£unit_5£ Murloc Catapult"
 murloc_art_a_5DESCR: ""
 murloc_art_b_5: "£unit_5£ Murloc Trebuchet"
 murloc_art_b_5DESCR: ""

 naga_inf_a_1: "£unit_1£ Naga Archer"
 naga_inf_a_1DESCR: ""
 naga_inf_b_1: "£unit_1£ Naga Warrior"
 naga_inf_b_1DESCR: ""
 naga_inf_c_1: "£unit_1£ Naga Spellcaster"
 naga_inf_c_1DESCR: ""
 naga_cav_a_1: "£unit_1£ Naga Light Cavalry"
 naga_cav_a_1DESCR: ""
 naga_cav_b_1: "£unit_1£ Naga Heavy Cavalry"
 naga_cav_b_1DESCR: ""
 naga_art_a_1: "£unit_1£ Naga Catapult"
 naga_art_a_1DESCR: ""
 naga_art_b_1: "£unit_1£ Naga Trebuchet"
 naga_art_b_1DESCR: ""
 naga_inf_a_2: "£unit_2£ Naga Archer"
 naga_inf_a_2DESCR: ""
 naga_inf_b_2: "£unit_2£ Naga Warrior"
 naga_inf_b_2DESCR: ""
 naga_inf_c_2: "£unit_2£ Naga Spellcaster"
 naga_inf_c_2DESCR: ""
 naga_cav_a_2: "£unit_2£ Naga Light Cavalry"
 naga_cav_a_2DESCR: ""
 naga_cav_b_2: "£unit_2£ Naga Heavy Cavalry"
 naga_cav_b_2DESCR: ""
 naga_art_a_2: "£unit_2£ Naga Catapult"
 naga_art_a_2DESCR: ""
 naga_art_b_2: "£unit_2£ Naga Trebuchet"
 naga_art_b_2DESCR: ""
 naga_inf_a_3: "£unit_3£ Naga Archer"
 naga_inf_a_3DESCR: ""
 naga_inf_b_3: "£unit_3£ Naga Warrior"
 naga_inf_b_3DESCR: ""
 naga_inf_c_3: "£unit_3£ Naga Spellcaster"
 naga_inf_c_3DESCR: ""
 naga_cav_a_3: "£unit_3£ Naga Light Cavalry"
 naga_cav_a_3DESCR: ""
 naga_cav_b_3: "£unit_3£ Naga Heavy Cavalry"
 naga_cav_b_3DESCR: ""
 naga_art_a_3: "£unit_3£ Naga Catapult"
 naga_art_a_3DESCR: ""
 naga_art_b_3: "£unit_3£ Naga Trebuchet"
 naga_art_b_3DESCR: ""
 naga_inf_a_4: "£unit_4£ Naga Archer"
 naga_inf_a_4DESCR: ""
 naga_inf_b_4: "£unit_4£ Naga Warrior"
 naga_inf_b_4DESCR: ""
 naga_inf_c_4: "£unit_4£ Naga Spellcaster"
 naga_inf_c_4DESCR: ""
 naga_cav_a_4: "£unit_4£ Naga Light Cavalry"
 naga_cav_a_4DESCR: ""
 naga_cav_b_4: "£unit_4£ Naga Heavy Cavalry"
 naga_cav_b_4DESCR: ""
 naga_art_a_4: "£unit_4£ Naga Catapult"
 naga_art_a_4DESCR: ""
 naga_art_b_4: "£unit_4£ Naga Trebuchet"
 naga_art_b_4DESCR: ""
 naga_inf_a_5: "£unit_5£ Naga Archer"
 naga_inf_a_5DESCR: ""
 naga_inf_b_5: "£unit_5£ Naga Warrior"
 naga_inf_b_5DESCR: ""
 naga_inf_c_5: "£unit_5£ Naga Spellcaster"
 naga_inf_c_5DESCR: ""
 naga_cav_a_5: "£unit_5£ Naga Light Cavalry"
 naga_cav_a_5DESCR: ""
 naga_cav_b_5: "£unit_5£ Naga Heavy Cavalry"
 naga_cav_b_5DESCR: ""
 naga_art_a_5: "£unit_5£ Naga Catapult"
 naga_art_a_5DESCR: ""
 naga_art_b_5: "£unit_5£ Naga Trebuchet"
 naga_art_b_5DESCR: ""

 ogre_inf_a_1: "£unit_1£ Ogre Archer"
 ogre_inf_a_1DESCR: ""
 ogre_inf_b_1: "£unit_1£ Ogre Warrior"
 ogre_inf_b_1DESCR: ""
 ogre_inf_c_1: "£unit_1£ Ogre Spellcaster"
 ogre_inf_c_1DESCR: ""
 ogre_cav_a_1: "£unit_1£ Ogre Light Cavalry"
 ogre_cav_a_1DESCR: ""
 ogre_cav_b_1: "£unit_1£ Ogre Heavy Cavalry"
 ogre_cav_b_1DESCR: ""
 ogre_art_a_1: "£unit_1£ Ogre Catapult"
 ogre_art_a_1DESCR: ""
 ogre_art_b_1: "£unit_1£ Ogre Trebuchet"
 ogre_art_b_1DESCR: ""
 ogre_inf_a_2: "£unit_2£ Ogre Archer"
 ogre_inf_a_2DESCR: ""
 ogre_inf_b_2: "£unit_2£ Ogre Warrior"
 ogre_inf_b_2DESCR: ""
 ogre_inf_c_2: "£unit_2£ Ogre Spellcaster"
 ogre_inf_c_2DESCR: ""
 ogre_cav_a_2: "£unit_2£ Ogre Light Cavalry"
 ogre_cav_a_2DESCR: ""
 ogre_cav_b_2: "£unit_2£ Ogre Heavy Cavalry"
 ogre_cav_b_2DESCR: ""
 ogre_art_a_2: "£unit_2£ Ogre Catapult"
 ogre_art_a_2DESCR: ""
 ogre_art_b_2: "£unit_2£ Ogre Trebuchet"
 ogre_art_b_2DESCR: ""
 ogre_inf_a_3: "£unit_3£ Ogre Archer"
 ogre_inf_a_3DESCR: ""
 ogre_inf_b_3: "£unit_3£ Ogre Warrior"
 ogre_inf_b_3DESCR: ""
 ogre_inf_c_3: "£unit_3£ Ogre Spellcaster"
 ogre_inf_c_3DESCR: ""
 ogre_cav_a_3: "£unit_3£ Ogre Light Cavalry"
 ogre_cav_a_3DESCR: ""
 ogre_cav_b_3: "£unit_3£ Ogre Heavy Cavalry"
 ogre_cav_b_3DESCR: ""
 ogre_art_a_3: "£unit_3£ Ogre Catapult"
 ogre_art_a_3DESCR: ""
 ogre_art_b_3: "£unit_3£ Ogre Trebuchet"
 ogre_art_b_3DESCR: ""
 ogre_inf_a_4: "£unit_4£ Ogre Archer"
 ogre_inf_a_4DESCR: ""
 ogre_inf_b_4: "£unit_4£ Ogre Warrior"
 ogre_inf_b_4DESCR: ""
 ogre_inf_c_4: "£unit_4£ Ogre Spellcaster"
 ogre_inf_c_4DESCR: ""
 ogre_cav_a_4: "£unit_4£ Ogre Light Cavalry"
 ogre_cav_a_4DESCR: ""
 ogre_cav_b_4: "£unit_4£ Ogre Heavy Cavalry"
 ogre_cav_b_4DESCR: ""
 ogre_art_a_4: "£unit_4£ Ogre Catapult"
 ogre_art_a_4DESCR: ""
 ogre_art_b_4: "£unit_4£ Ogre Trebuchet"
 ogre_art_b_4DESCR: ""
 ogre_inf_a_5: "£unit_5£ Ogre Archer"
 ogre_inf_a_5DESCR: ""
 ogre_inf_b_5: "£unit_5£ Ogre Warrior"
 ogre_inf_b_5DESCR: ""
 ogre_inf_c_5: "£unit_5£ Ogre Spellcaster"
 ogre_inf_c_5DESCR: ""
 ogre_cav_a_5: "£unit_5£ Ogre Light Cavalry"
 ogre_cav_a_5DESCR: ""
 ogre_cav_b_5: "£unit_5£ Ogre Heavy Cavalry"
 ogre_cav_b_5DESCR: ""
 ogre_art_a_5: "£unit_5£ Ogre Catapult"
 ogre_art_a_5DESCR: ""
 ogre_art_b_5: "£unit_5£ Ogre Trebuchet"
 ogre_art_b_5DESCR: ""

 orc_inf_a_1: "£unit_1£ Orc Archer"
 orc_inf_a_1DESCR: ""
 orc_inf_b_1: "£unit_1£ Orc Warrior"
 orc_inf_b_1DESCR: ""
 orc_inf_c_1: "£unit_1£ Orc Spellcaster"
 orc_inf_c_1DESCR: ""
 orc_cav_a_1: "£unit_1£ Orc Light Cavalry"
 orc_cav_a_1DESCR: ""
 orc_cav_b_1: "£unit_1£ Orc Heavy Cavalry"
 orc_cav_b_1DESCR: ""
 orc_art_a_1: "£unit_1£ Orc Catapult"
 orc_art_a_1DESCR: ""
 orc_art_b_1: "£unit_1£ Orc Trebuchet"
 orc_art_b_1DESCR: ""
 orc_inf_a_2: "£unit_2£ Orc Archer"
 orc_inf_a_2DESCR: ""
 orc_inf_b_2: "£unit_2£ Orc Warrior"
 orc_inf_b_2DESCR: ""
 orc_inf_c_2: "£unit_2£ Orc Spellcaster"
 orc_inf_c_2DESCR: ""
 orc_cav_a_2: "£unit_2£ Orc Light Cavalry"
 orc_cav_a_2DESCR: ""
 orc_cav_b_2: "£unit_2£ Orc Heavy Cavalry"
 orc_cav_b_2DESCR: ""
 orc_art_a_2: "£unit_2£ Orc Catapult"
 orc_art_a_2DESCR: ""
 orc_art_b_2: "£unit_2£ Orc Trebuchet"
 orc_art_b_2DESCR: ""
 orc_inf_a_3: "£unit_3£ Orc Archer"
 orc_inf_a_3DESCR: ""
 orc_inf_b_3: "£unit_3£ Orc Warrior"
 orc_inf_b_3DESCR: ""
 orc_inf_c_3: "£unit_3£ Orc Spellcaster"
 orc_inf_c_3DESCR: ""
 orc_cav_a_3: "£unit_3£ Orc Light Cavalry"
 orc_cav_a_3DESCR: ""
 orc_cav_b_3: "£unit_3£ Orc Heavy Cavalry"
 orc_cav_b_3DESCR: ""
 orc_art_a_3: "£unit_3£ Orc Catapult"
 orc_art_a_3DESCR: ""
 orc_art_b_3: "£unit_3£ Orc Trebuchet"
 orc_art_b_3DESCR: ""
 orc_inf_a_4: "£unit_4£ Orc Archer"
 orc_inf_a_4DESCR: ""
 orc_inf_b_4: "£unit_4£ Orc Warrior"
 orc_inf_b_4DESCR: ""
 orc_inf_c_4: "£unit_4£ Orc Spellcaster"
 orc_inf_c_4DESCR: ""
 orc_cav_a_4: "£unit_4£ Orc Light Cavalry"
 orc_cav_a_4DESCR: ""
 orc_cav_b_4: "£unit_4£ Orc Heavy Cavalry"
 orc_cav_b_4DESCR: ""
 orc_art_a_4: "£unit_4£ Orc Catapult"
 orc_art_a_4DESCR: ""
 orc_art_b_4: "£unit_4£ Orc Trebuchet"
 orc_art_b_4DESCR: ""
 orc_inf_a_5: "£unit_5£ Orc Archer"
 orc_inf_a_5DESCR: ""
 orc_inf_b_5: "£unit_5£ Orc Warrior"
 orc_inf_b_5DESCR: ""
 orc_inf_c_5: "£unit_5£ Orc Spellcaster"
 orc_inf_c_5DESCR: ""
 orc_cav_a_5: "£unit_5£ Orc Light Cavalry"
 orc_cav_a_5DESCR: ""
 orc_cav_b_5: "£unit_5£ Orc Heavy Cavalry"
 orc_cav_b_5DESCR: ""
 orc_art_a_5: "£unit_5£ Orc Catapult"
 orc_art_a_5DESCR: ""
 orc_art_b_5: "£unit_5£ Orc Trebuchet"
 orc_art_b_5DESCR: ""

 pandaren_inf_a_1: "£unit_1£ Pandaren Archer"
 pandaren_inf_a_1DESCR: ""
 pandaren_inf_b_1: "£unit_1£ Pandaren Warrior"
 pandaren_inf_b_1DESCR: ""
 pandaren_inf_c_1: "£unit_1£ Pandaren Spellcaster"
 pandaren_inf_c_1DESCR: ""
 pandaren_cav_a_1: "£unit_1£ Pandaren Light Cavalry"
 pandaren_cav_a_1DESCR: ""
 pandaren_cav_b_1: "£unit_1£ Pandaren Heavy Cavalry"
 pandaren_cav_b_1DESCR: ""
 pandaren_art_a_1: "£unit_1£ Pandaren Catapult"
 pandaren_art_a_1DESCR: ""
 pandaren_art_b_1: "£unit_1£ Pandaren Trebuchet"
 pandaren_art_b_1DESCR: ""
 pandaren_inf_a_2: "£unit_2£ Pandaren Archer"
 pandaren_inf_a_2DESCR: ""
 pandaren_inf_b_2: "£unit_2£ Pandaren Warrior"
 pandaren_inf_b_2DESCR: ""
 pandaren_inf_c_2: "£unit_2£ Pandaren Spellcaster"
 pandaren_inf_c_2DESCR: ""
 pandaren_cav_a_2: "£unit_2£ Pandaren Light Cavalry"
 pandaren_cav_a_2DESCR: ""
 pandaren_cav_b_2: "£unit_2£ Pandaren Heavy Cavalry"
 pandaren_cav_b_2DESCR: ""
 pandaren_art_a_2: "£unit_2£ Pandaren Catapult"
 pandaren_art_a_2DESCR: ""
 pandaren_art_b_2: "£unit_2£ Pandaren Trebuchet"
 pandaren_art_b_2DESCR: ""
 pandaren_inf_a_3: "£unit_3£ Pandaren Archer"
 pandaren_inf_a_3DESCR: ""
 pandaren_inf_b_3: "£unit_3£ Pandaren Warrior"
 pandaren_inf_b_3DESCR: ""
 pandaren_inf_c_3: "£unit_3£ Pandaren Spellcaster"
 pandaren_inf_c_3DESCR: ""
 pandaren_cav_a_3: "£unit_3£ Pandaren Light Cavalry"
 pandaren_cav_a_3DESCR: ""
 pandaren_cav_b_3: "£unit_3£ Pandaren Heavy Cavalry"
 pandaren_cav_b_3DESCR: ""
 pandaren_art_a_3: "£unit_3£ Pandaren Catapult"
 pandaren_art_a_3DESCR: ""
 pandaren_art_b_3: "£unit_3£ Pandaren Trebuchet"
 pandaren_art_b_3DESCR: ""
 pandaren_inf_a_4: "£unit_4£ Pandaren Archer"
 pandaren_inf_a_4DESCR: ""
 pandaren_inf_b_4: "£unit_4£ Pandaren Warrior"
 pandaren_inf_b_4DESCR: ""
 pandaren_inf_c_4: "£unit_4£ Pandaren Spellcaster"
 pandaren_inf_c_4DESCR: ""
 pandaren_cav_a_4: "£unit_4£ Pandaren Light Cavalry"
 pandaren_cav_a_4DESCR: ""
 pandaren_cav_b_4: "£unit_4£ Pandaren Heavy Cavalry"
 pandaren_cav_b_4DESCR: ""
 pandaren_art_a_4: "£unit_4£ Pandaren Catapult"
 pandaren_art_a_4DESCR: ""
 pandaren_art_b_4: "£unit_4£ Pandaren Trebuchet"
 pandaren_art_b_4DESCR: ""
 pandaren_inf_a_5: "£unit_5£ Pandaren Archer"
 pandaren_inf_a_5DESCR: ""
 pandaren_inf_b_5: "£unit_5£ Pandaren Warrior"
 pandaren_inf_b_5DESCR: ""
 pandaren_inf_c_5: "£unit_5£ Pandaren Spellcaster"
 pandaren_inf_c_5DESCR: ""
 pandaren_cav_a_5: "£unit_5£ Pandaren Light Cavalry"
 pandaren_cav_a_5DESCR: ""
 pandaren_cav_b_5: "£unit_5£ Pandaren Heavy Cavalry"
 pandaren_cav_b_5DESCR: ""
 pandaren_art_a_5: "£unit_5£ Pandaren Catapult"
 pandaren_art_a_5DESCR: ""
 pandaren_art_b_5: "£unit_5£ Pandaren Trebuchet"
 pandaren_art_b_5DESCR: ""

 pygmy_inf_a_1: "£unit_1£ Pygmy Archer"
 pygmy_inf_a_1DESCR: ""
 pygmy_inf_b_1: "£unit_1£ Pygmy Warrior"
 pygmy_inf_b_1DESCR: ""
 pygmy_inf_c_1: "£unit_1£ Pygmy Spellcaster"
 pygmy_inf_c_1DESCR: ""
 pygmy_cav_a_1: "£unit_1£ Pygmy Light Cavalry"
 pygmy_cav_a_1DESCR: ""
 pygmy_cav_b_1: "£unit_1£ Pygmy Heavy Cavalry"
 pygmy_cav_b_1DESCR: ""
 pygmy_art_a_1: "£unit_1£ Pygmy Catapult"
 pygmy_art_a_1DESCR: ""
 pygmy_art_b_1: "£unit_1£ Pygmy Trebuchet"
 pygmy_art_b_1DESCR: ""
 pygmy_inf_a_2: "£unit_2£ Pygmy Archer"
 pygmy_inf_a_2DESCR: ""
 pygmy_inf_b_2: "£unit_2£ Pygmy Warrior"
 pygmy_inf_b_2DESCR: ""
 pygmy_inf_c_2: "£unit_2£ Pygmy Spellcaster"
 pygmy_inf_c_2DESCR: ""
 pygmy_cav_a_2: "£unit_2£ Pygmy Light Cavalry"
 pygmy_cav_a_2DESCR: ""
 pygmy_cav_b_2: "£unit_2£ Pygmy Heavy Cavalry"
 pygmy_cav_b_2DESCR: ""
 pygmy_art_a_2: "£unit_2£ Pygmy Catapult"
 pygmy_art_a_2DESCR: ""
 pygmy_art_b_2: "£unit_2£ Pygmy Trebuchet"
 pygmy_art_b_2DESCR: ""
 pygmy_inf_a_3: "£unit_3£ Pygmy Archer"
 pygmy_inf_a_3DESCR: ""
 pygmy_inf_b_3: "£unit_3£ Pygmy Warrior"
 pygmy_inf_b_3DESCR: ""
 pygmy_inf_c_3: "£unit_3£ Pygmy Spellcaster"
 pygmy_inf_c_3DESCR: ""
 pygmy_cav_a_3: "£unit_3£ Pygmy Light Cavalry"
 pygmy_cav_a_3DESCR: ""
 pygmy_cav_b_3: "£unit_3£ Pygmy Heavy Cavalry"
 pygmy_cav_b_3DESCR: ""
 pygmy_art_a_3: "£unit_3£ Pygmy Catapult"
 pygmy_art_a_3DESCR: ""
 pygmy_art_b_3: "£unit_3£ Pygmy Trebuchet"
 pygmy_art_b_3DESCR: ""
 pygmy_inf_a_4: "£unit_4£ Pygmy Archer"
 pygmy_inf_a_4DESCR: ""
 pygmy_inf_b_4: "£unit_4£ Pygmy Warrior"
 pygmy_inf_b_4DESCR: ""
 pygmy_inf_c_4: "£unit_4£ Pygmy Spellcaster"
 pygmy_inf_c_4DESCR: ""
 pygmy_cav_a_4: "£unit_4£ Pygmy Light Cavalry"
 pygmy_cav_a_4DESCR: ""
 pygmy_cav_b_4: "£unit_4£ Pygmy Heavy Cavalry"
 pygmy_cav_b_4DESCR: ""
 pygmy_art_a_4: "£unit_4£ Pygmy Catapult"
 pygmy_art_a_4DESCR: ""
 pygmy_art_b_4: "£unit_4£ Pygmy Trebuchet"
 pygmy_art_b_4DESCR: ""
 pygmy_inf_a_5: "£unit_5£ Pygmy Archer"
 pygmy_inf_a_5DESCR: ""
 pygmy_inf_b_5: "£unit_5£ Pygmy Warrior"
 pygmy_inf_b_5DESCR: ""
 pygmy_inf_c_5: "£unit_5£ Pygmy Spellcaster"
 pygmy_inf_c_5DESCR: ""
 pygmy_cav_a_5: "£unit_5£ Pygmy Light Cavalry"
 pygmy_cav_a_5DESCR: ""
 pygmy_cav_b_5: "£unit_5£ Pygmy Heavy Cavalry"
 pygmy_cav_b_5DESCR: ""
 pygmy_art_a_5: "£unit_5£ Pygmy Catapult"
 pygmy_art_a_5DESCR: ""
 pygmy_art_b_5: "£unit_5£ Pygmy Trebuchet"
 pygmy_art_b_5DESCR: ""

 quillboar_inf_a_1: "£unit_1£ Quillboar Archer"
 quillboar_inf_a_1DESCR: ""
 quillboar_inf_b_1: "£unit_1£ Quillboar Warrior"
 quillboar_inf_b_1DESCR: ""
 quillboar_inf_c_1: "£unit_1£ Quillboar Spellcaster"
 quillboar_inf_c_1DESCR: ""
 quillboar_cav_a_1: "£unit_1£ Quillboar Light Cavalry"
 quillboar_cav_a_1DESCR: ""
 quillboar_cav_b_1: "£unit_1£ Quillboar Heavy Cavalry"
 quillboar_cav_b_1DESCR: ""
 quillboar_art_a_1: "£unit_1£ Quillboar Catapult"
 quillboar_art_a_1DESCR: ""
 quillboar_art_b_1: "£unit_1£ Quillboar Trebuchet"
 quillboar_art_b_1DESCR: ""
 quillboar_inf_a_2: "£unit_2£ Quillboar Archer"
 quillboar_inf_a_2DESCR: ""
 quillboar_inf_b_2: "£unit_2£ Quillboar Warrior"
 quillboar_inf_b_2DESCR: ""
 quillboar_inf_c_2: "£unit_2£ Quillboar Spellcaster"
 quillboar_inf_c_2DESCR: ""
 quillboar_cav_a_2: "£unit_2£ Quillboar Light Cavalry"
 quillboar_cav_a_2DESCR: ""
 quillboar_cav_b_2: "£unit_2£ Quillboar Heavy Cavalry"
 quillboar_cav_b_2DESCR: ""
 quillboar_art_a_2: "£unit_2£ Quillboar Catapult"
 quillboar_art_a_2DESCR: ""
 quillboar_art_b_2: "£unit_2£ Quillboar Trebuchet"
 quillboar_art_b_2DESCR: ""
 quillboar_inf_a_3: "£unit_3£ Quillboar Archer"
 quillboar_inf_a_3DESCR: ""
 quillboar_inf_b_3: "£unit_3£ Quillboar Warrior"
 quillboar_inf_b_3DESCR: ""
 quillboar_inf_c_3: "£unit_3£ Quillboar Spellcaster"
 quillboar_inf_c_3DESCR: ""
 quillboar_cav_a_3: "£unit_3£ Quillboar Light Cavalry"
 quillboar_cav_a_3DESCR: ""
 quillboar_cav_b_3: "£unit_3£ Quillboar Heavy Cavalry"
 quillboar_cav_b_3DESCR: ""
 quillboar_art_a_3: "£unit_3£ Quillboar Catapult"
 quillboar_art_a_3DESCR: ""
 quillboar_art_b_3: "£unit_3£ Quillboar Trebuchet"
 quillboar_art_b_3DESCR: ""
 quillboar_inf_a_4: "£unit_4£ Quillboar Archer"
 quillboar_inf_a_4DESCR: ""
 quillboar_inf_b_4: "£unit_4£ Quillboar Warrior"
 quillboar_inf_b_4DESCR: ""
 quillboar_inf_c_4: "£unit_4£ Quillboar Spellcaster"
 quillboar_inf_c_4DESCR: ""
 quillboar_cav_a_4: "£unit_4£ Quillboar Light Cavalry"
 quillboar_cav_a_4DESCR: ""
 quillboar_cav_b_4: "£unit_4£ Quillboar Heavy Cavalry"
 quillboar_cav_b_4DESCR: ""
 quillboar_art_a_4: "£unit_4£ Quillboar Catapult"
 quillboar_art_a_4DESCR: ""
 quillboar_art_b_4: "£unit_4£ Quillboar Trebuchet"
 quillboar_art_b_4DESCR: ""
 quillboar_inf_a_5: "£unit_5£ Quillboar Archer"
 quillboar_inf_a_5DESCR: ""
 quillboar_inf_b_5: "£unit_5£ Quillboar Warrior"
 quillboar_inf_b_5DESCR: ""
 quillboar_inf_c_5: "£unit_5£ Quillboar Spellcaster"
 quillboar_inf_c_5DESCR: ""
 quillboar_cav_a_5: "£unit_5£ Quillboar Light Cavalry"
 quillboar_cav_a_5DESCR: ""
 quillboar_cav_b_5: "£unit_5£ Quillboar Heavy Cavalry"
 quillboar_cav_b_5DESCR: ""
 quillboar_art_a_5: "£unit_5£ Quillboar Catapult"
 quillboar_art_a_5DESCR: ""
 quillboar_art_b_5: "£unit_5£ Quillboar Trebuchet"
 quillboar_art_b_5DESCR: ""

 satyr_inf_a_1: "£unit_1£ Satyr Archer"
 satyr_inf_a_1DESCR: ""
 satyr_inf_b_1: "£unit_1£ Satyr Warrior"
 satyr_inf_b_1DESCR: ""
